SR No.,Card_No,Bill_No,BillDate,BillTime,Actual_Pax,Pos_Code,Food,Disc_Food,Soft_Bev,Disc_Soft_Bev,Dom_Liq,Disc_Dom_Liq,Imp_Liq,Disc_Imp_Liq,Tobacco,Disc_Tobacco,Misc,Grossbilltotal,Disc_Misc,Tax,status,error_description
17,10144489,1014262,05-Jan-2020,20:58,5,2,12750,6375,0,0,0,0,700,210,0,0,1120.55,14571,0,1235.7,SYNC_ERROR,"ToTAL value mismatch,please check total"
18,10178498,1014254,05-Jan-2020,20:09,10,2,15384,4615.2,0,0,0,0,3500,1050,0,0,1811.89,20696,0,2380.6433898305,SYNC_ERROR,"ToTAL value mismatch,please check total"
19,10114409,1014193,05-Jan-2020,13:12,2,2,4900,1470,0,0,0,0,3600,1080,0,0,516.6,9017,0,1076.76610169491,SYNC_ERROR,"ToTAL value mismatch,please check total"
20,10003862,1014206,05-Jan-2020,13:49,6,2,9800,2940,0,0,0,0,2100,630,0,0,1153.95,13054,0,1499.39999999999,SYNC_ERROR,"ToTAL value mismatch,please check total"
21,10048821,1014187,05-Jan-2020,11:31,4,2,5800,1740,0,0,0,0,0,0,0,0,730.8,6531,0,730.8,SYNC_ERROR,"ToTAL value mismatch,please check total"
22,10109501,1014167,05-Jan-2020,23:01,4,2,3460,1038,0,0,0,0,350,70,0,0,420.56,4231,0,486.36,SYNC_ERROR,"ToTAL value mismatch,please check total"
23,10132826,1014306,06-Jan-2020,12:47,2,2,425,127.5,0,0,0,0,0,0,0,0,702.56,1128,0,152.551525423728,SYNC_ERROR,"ToTAL value mismatch,please check total"
24,10032710,1014437,07-Jan-2020,22:43,2,2,975,292.5,0,0,0,0,0,0,0,0,122.86,1098,0,122.851525423728,SYNC_ERROR,"ToTAL value mismatch,please check total"
25,10005350,1014507,08-Jan-2020,19:42,2,2,3195,958.5,0,0,0,0,800,240,0,0,382.98,4378,0,505.079999999999,SYNC_ERROR,"ToTAL value mismatch,please check total"
26,10060538,1014515,08-Jan-2020,20:33,4,2,9090,2727,0,0,0,0,1500,450,0,0,1108.59,11699,0,1337.5433898305,SYNC_ERROR,"ToTAL value mismatch,please check total"
27,10122330,1014532,08-Jan-2020,21:35,6,2,10908,5454,0,0,0,0,0,0,0,0,981.72,11890,0,981.72,SYNC_ERROR,"ToTAL value mismatch,please check total"
28,10062528,1014516,08-Jan-2020,20:33,9,2,17150,8575,0,0,0,0,300,90,0,0,1531.95,18982,0,1581.3,SYNC_ERROR,"ToTAL value mismatch,please check total"
29,10034306,1014475,08-Jan-2020,14:07,2,2,1940,582,0,0,0,0,0,0,0,0,987.84,2928,0,357.84,SYNC_ERROR,"ToTAL value mismatch,please check total"
30,10174009,1014497,08-Jan-2020,16:46,25,2,1730,519,0,0,0,0,0,0,0,0,217.98,1948,0,217.979999999999,SYNC_ERROR,"ToTAL value mismatch,please check total"
31,10117267,1013721,01-Jan-2020,15:05,4,2,8345,2503.5,0,0,0,0,1350,405,0,0,999.51,10695,0,1221.57152542372,SYNC_ERROR,"ToTAL value mismatch,please check total"
32,10111008,1014240,05-Jan-2020,18:35,1,2,1725,517.5,0,0,0,0,945,283.5,0,0,200.57,2871,0,339.409830508474,SYNC_ERROR,"ToTAL value mismatch,please check total"
33,10096128,1014413,07-Jan-2020,19:37,2,2,1050,315,0,0,0,0,425,127.5,0,0,115.95,1591,0,185.851525423728,SYNC_ERROR,"ToTAL value mismatch,please check total"
34,10001939,1014547,08-Jan-2020,22:28,6,2,9090,2727,0,0,0,0,13950,4185,0,0,803.57,23844,0,2932.83152542372,SYNC_ERROR,"ToTAL value mismatch,please check total"
35,10135007,1048375,02-Jan-2020,23:15,2,5,1790,537,0,0,0,0,0,0,0,0,225.54,2016,0,225.539999999999,SYNC_ERROR,"ToTAL value mismatch,please check total"
36,10170906,1048371,02-Jan-2020,20:12,6,5,9180,1836,0,0,0,0,600,120,0,0,2015.52,11796,0,1518.15050847457,SYNC_ERROR,"ToTAL value mismatch,please check total"
37,10064733,1048387,04-Jan-2020,20:04,2,5,5665,1699.5,0,0,0,0,0,0,0,0,713.8,6379,0,713.791525423728,SYNC_ERROR,"ToTAL value mismatch,please check total"
38,10034165,1048392,04-Jan-2020,20:39,3,5,3640,1092,0,0,0,0,0,0,0,0,458.64,4099,0,458.639999999999,SYNC_ERROR,"ToTAL value mismatch,please check total"
39,10059197,1048405,04-Jan-2020,23:01,6,5,2975,892.5,0,0,0,0,0,0,0,0,374.86,3350,0,374.851525423728,SYNC_ERROR,"ToTAL value mismatch,please check total"
40,10126682,1048449,07-Jan-2020,22:01,4,5,6240,3120,0,0,0,0,2600,780,0,0,497.9,9338,0,894.752542372881,SYNC_ERROR,"ToTAL value mismatch,please check total"
41,10000638,1048447,07-Jan-2020,20:46,4,5,1250,375,0,0,0,0,0,0,0,0,157.5,1408,0,157.5,SYNC_ERROR,"ToTAL value mismatch,please check total"
42,10123932,1048370,02-Jan-2020,19:58,4,5,5635,1690.5,0,0,0,0,395,118.5,0,0,694.8,6725,0,759.779999999999,SYNC_ERROR,"ToTAL value mismatch,please check total"
43,10140755,1036702,01-Jan-2020,21:14,8,3,7365,3682.5,0,0,0,0,0,0,0,0,662.86,8028,0,662.851525423728,SYNC_ERROR,"ToTAL value mismatch,please check total"
44,10043430,1036703,01-Jan-2020,21:29,3,3,2910,873,0,0,0,0,0,0,0,0,366.66,3277,0,366.659999999999,SYNC_ERROR,"ToTAL value mismatch,please check total"
45,10116136,1036718,02-Jan-2020,20:41,2,3,4855,2427.5,0,0,0,0,0,0,0,0,436.96,5292,0,436.951525423728,SYNC_ERROR,"ToTAL value mismatch,please check total"
46,10091722,1036712,01-Jan-2020,23:01,1,3,2345,703.5,0,0,0,0,300,90,0,0,283.93,2929,0,333.271525423728,SYNC_ERROR,"ToTAL value mismatch,please check total"
47,10007745,1036731,03-Jan-2020,19:38,4,3,4575,2287.5,300,90,0,0,600,180,0,0,385.51,5861,0,526.432881355932,SYNC_ERROR,"ToTAL value mismatch,please check total"
48,10016344,1036773,05-Jan-2020,20:11,3,3,2490,1245,0,0,0,0,1300,390,0,0,1342.75,5133,0,566.17627118644,SYNC_ERROR,"ToTAL value mismatch,please check total"
49,10033991,1036813,08-Jan-2020,22:41,1,3,1290,387,0,0,0,0,0,0,0,0,162.54,1453,0,162.539999999999,SYNC_ERROR,"ToTAL value mismatch,please check total"
50,10119631,1036793,07-Jan-2020,20:44,2,3,3880,776,0,0,0,0,0,0,0,0,2478.72,6359,0,851.601355932203,SYNC_ERROR,"ToTAL value mismatch,please check total"
51,10175446,1036732,03-Jan-2020,20:04,12,3,27095,13547.5,3050,915,0,0,7000,2100,0,0,2149.64,39295,0,3719.8006779661,SYNC_ERROR,"ToTAL value mismatch,please check total"
52,10178748,1036762,04-Jan-2020,21:50,2,3,3685,1842.5,0,0,0,0,625,187.5,0,0,307.59,4618,0,410.399999999999,SYNC_ERROR,"ToTAL value mismatch,please check total"
53,10033991,1036804,08-Jan-2020,20:18,18,3,21430,6429,0,0,0,0,19325,5797.5,0,0,2189.98,42945,0,5170.79593220339,SYNC_ERROR,"ToTAL value mismatch,please check total"
54,10148395,1073979,01-Jan-2020,19:29,2,9,1796.95,359.39,0,0,0,0,0,0,0,0,258.77,2056,0,258.76220338983,SYNC_ERROR,"ToTAL value mismatch,please check total"
55,10095519,1073993,01-Jan-2020,21:24,1,9,1694.9,338.98,0,0,0,0,0,0,0,0,244.08,1939,0,244.067796610169,SYNC_ERROR,"ToTAL value mismatch,please check total"
56,10131443,1073965,01-Jan-2020,18:13,2,9,508.5,101.7,0,0,0,0,0,0,0,0,73.2,582,0,73.2203389830508,SYNC_ERROR,"ToTAL value mismatch,please check total"
57,10096897,1073885,01-Jan-2020,11:50,1,9,1694.9,338.98,0,0,0,0,0,0,0,0,244.08,1939,0,244.067796610169,SYNC_ERROR,"ToTAL value mismatch,please check total"
58,10023453,1073864,01-Jan-2020,08:24,1,9,990,198,0,0,0,0,0,0,0,0,142.56,1133,0,142.56,SYNC_ERROR,"ToTAL value mismatch,please check total"
59,10033481,1073985,01-Jan-2020,19:51,4,9,2095,419,0,0,0,0,0,0,0,0,301.68,2397,0,301.68,SYNC_ERROR,"ToTAL value mismatch,please check total"
60,10142892,1074045,02-Jan-2020,15:39,3,9,1929.25,385.85,0,0,0,0,0,0,0,0,1264.8,3194,0,428.369491525423,SYNC_ERROR,"ToTAL value mismatch,please check total"
61,10020182,1074063,02-Jan-2020,17:08,2,9,2150,430,0,0,0,0,0,0,0,0,309.6,2460,0,309.599999999999,SYNC_ERROR,"ToTAL value mismatch,please check total"
62,10177148,1074170,03-Jan-2020,16:40,2,9,1686.35,337.27,0,0,0,0,0,0,0,0,242.84,1929,0,242.835254237288,SYNC_ERROR,"ToTAL value mismatch,please check total"
63,10039265,1074200,03-Jan-2020,19:29,1,9,1955,391,0,0,0,0,0,0,0,0,281.52,2237,0,281.519999999999,SYNC_ERROR,"ToTAL value mismatch,please check total"
64,10119237,1074277,04-Jan-2020,15:26,2,9,3114.9,934.47,0,0,0,0,0,0,0,0,715.57,3830,0,441.762711864406,SYNC_ERROR,"ToTAL value mismatch,please check total"
65,10149394,1074289,04-Jan-2020,16:00,2,9,964.25,192.85,0,0,0,0,0,0,0,0,138.85,1103,0,138.851694915254,SYNC_ERROR,"ToTAL value mismatch,please check total"
66,10133708,1074310,04-Jan-2020,17:58,1,9,191.25,38.25,0,0,0,0,0,0,0,0,348.5,540,0,76.5,SYNC_ERROR,"ToTAL value mismatch,please check total"
67,10007576,1074434,05-Jan-2020,19:20,4,9,3436.35,687.27,0,0,0,0,0,0,0,0,494.84,3931,0,494.835254237288,SYNC_ERROR,"ToTAL value mismatch,please check total"
68,10119237,1074432,05-Jan-2020,19:15,2,9,525,105,0,0,0,0,0,0,0,0,190.97,716,0,93.198813559322,SYNC_ERROR,"ToTAL value mismatch,please check total"
69,10131443,1013748,01-Jan-2020,18:11,3,2,750,225,0,0,0,0,0,0,0,0,94.5,845,0,94.5,SYNC_ERROR,"ToTAL value mismatch,please check total"
70,10113748,1013776,01-Jan-2020,21:04,6,2,17150,8575,0,0,0,0,700,210,0,0,1516.55,19367,0,1631.7,SYNC_ERROR,"ToTAL value mismatch,please check total"
71,10050718,1013872,02-Jan-2020,16:35,3,2,2745,823.5,0,0,0,0,0,0,0,0,345.88,3091,0,345.871525423728,SYNC_ERROR,"ToTAL value mismatch,please check total"
72,10117384,1013946,03-Jan-2020,12:41,1,2,2150,645,0,0,0,0,0,0,0,0,270.9,2421,0,270.9,SYNC_ERROR,"ToTAL value mismatch,please check total"
73,10096884,1013944,03-Jan-2020,11:22,1,2,425,127.5,0,0,0,0,0,0,0,0,53.56,479,0,53.5515254237288,SYNC_ERROR,"ToTAL value mismatch,please check total"
74,10008473,1014039,04-Jan-2020,23:57,3,2,790,158,0,0,0,0,0,0,0,0,113.76,904,0,113.759999999999,SYNC_ERROR,"ToTAL value mismatch,please check total"
75,10019168,1014261,05-Jan-2020,20:58,3,2,7650,3825,0,0,0,0,0,0,0,0,688.5,8339,0,688.5,SYNC_ERROR,"ToTAL value mismatch,please check total"
76,10001605,1014238,05-Jan-2020,18:19,4,2,1570,471,0,0,0,0,0,0,0,0,197.82,1768,0,197.819999999999,SYNC_ERROR,"ToTAL value mismatch,please check total"
77,10178756,1014185,05-Jan-2020,11:10,4,2,5800,1740,0,0,0,0,0,0,0,0,730.8,6531,0,730.8,SYNC_ERROR,"ToTAL value mismatch,please check total"
78,10027291,1014399,07-Jan-2020,16:58,2,2,1515,454.5,0,0,0,0,0,0,0,0,190.9,1706,0,190.891525423728,SYNC_ERROR,"ToTAL value mismatch,please check total"
79,10063921,1014391,07-Jan-2020,15:21,2,2,5385,1615.5,0,0,0,0,0,0,0,0,678.52,6064,0,678.511525423728,SYNC_ERROR,"ToTAL value mismatch,please check total"
80,10025893,1014539,08-Jan-2020,21:59,2,2,3120,936,0,0,0,0,1000,300,0,0,354.62,4475,0,519.12,SYNC_ERROR,"ToTAL value mismatch,please check total"
81,10018080,1013900,02-Jan-2020,21:05,2,2,5325,1597.5,0,0,0,0,395,118.5,0,0,655.74,6376,0,720.72,SYNC_ERROR,"ToTAL value mismatch,please check total"
82,10113940,1013988,03-Jan-2020,16:54,4,2,2650,795,0,0,0,0,750,225,0,0,315.53,3716,0,430.001694915254,SYNC_ERROR,"ToTAL value mismatch,please check total"
83,10120508,1048396,04-Jan-2020,21:16,2,5,1440,720,0,0,0,0,2075,622.5,0,0,590.72,4106,0,473.576949152542,SYNC_ERROR,"ToTAL value mismatch,please check total"
84,10175971,1048433,06-Jan-2020,20:52,9,5,10915,5457.5,0,0,0,0,4525,1357.5,0,0,1638.5,17079,0,1679.16508474576,SYNC_ERROR,"ToTAL value mismatch,please check total"
85,10104760,1036711,01-Jan-2020,22:54,5,3,5420,1626,0,0,0,0,300,90,0,0,1011.57,6732,0,772.614915254237,SYNC_ERROR,"ToTAL value mismatch,please check total"
86,10158775,1036749,04-Jan-2020,19:03,16,3,7670,3835,600,180,0,0,1525,457.5,0,0,616.9,10412,0,959.332881355932,SYNC_ERROR,"ToTAL value mismatch,please check total"
87,10107978,1073958,01-Jan-2020,17:34,2,9,2532.7,506.54,0,0,0,0,0,0,0,0,364.7,2897,0,364.707457627118,SYNC_ERROR,"ToTAL value mismatch,please check total"
88,10119237,1073946,01-Jan-2020,16:43,1,9,743.75,148.75,0,0,0,0,0,0,0,0,631.04,1375,0,187.023050847457,SYNC_ERROR,"ToTAL value mismatch,please check total"
89,10107780,1074168,03-Jan-2020,16:27,2,9,525,105,0,0,0,0,0,0,0,0,75.6,601,0,75.6,SYNC_ERROR,"ToTAL value mismatch,please check total"
90,10024291,1074197,03-Jan-2020,19:18,2,9,525,105,0,0,0,0,0,0,0,0,75.6,601,0,75.6,SYNC_ERROR,"ToTAL value mismatch,please check total"
91,10119237,1074397,05-Jan-2020,14:54,2,9,1590,318,0,0,0,0,0,0,0,0,228.96,1819,0,228.959999999999,SYNC_ERROR,"ToTAL value mismatch,please check total"
